customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
6224,John Johnson,susan03@example.org,Equatorial Guinea,2021-05-26,Standard,2201.54
6225,Emily Kelly,ramirezbrett@example.net,Benin,2024-04-12,Basic,8855.43
6226,Martin Hughes,dlong@example.net,United Kingdom,2024-08-01,Standard,1191.43
6227,Wendy Clarke,rhonda97@example.net,Lithuania,2023-09-09,Basic,7111.17
6228,Brian Wheeler,cheyennefuller@example.net,Qatar,2024-02-23,Basic,844.37
6229,Derrick Young,hgibson@example.org,Guam,2024-06-03,Premium,2914.81
6230,Louis Delgado,shawnsilva@example.net,Iraq,2023-01-21,Standard,9468.98
6231,Stephanie Lee,arielwerner@example.org,Gambia,2020-07-12,Standard,6120.90
6232,Mary Reese DVM,holmestiffany@example.com,Saint Kitts and Nevis,2021-10-08,Basic,2473.11
6233,Wesley Moore,brucechad@example.net,Guam,2020-12-07,Standard,2034.20
6234,Vanessa Thompson,kristopher74@example.org,Indonesia,2022-02-09,Standard,9559.15
6235,Aaron Khan,travis22@example.net,Hong Kong,2023-10-31,Standard,4108.34
6236,Calvin Galvan,michelecrawford@example.org,Russian Federation,2024-01-20,Basic,4250.50
6237,Ariel Alvarez,nathan67@example.com,Tanzania,2025-08-09,Basic,8997.73
6238,David Rogers,katie98@example.org,Bulgaria,2020-04-11,Standard,9509.95
6239,Kevin Reynolds,hlowery@example.com,El Salvador,2025-09-07,Standard,9631.89
6240,Amanda Maldonado,faith12@example.org,Aruba,2021-06-08,Premium,1890.92
6241,James Gonzalez,mary62@example.com,Greenland,2025-12-23,Premium,1479.22
6242,Courtney Sutton,williamkhan@example.com,Sierra Leone,2025-05-14,Standard,9424.37
6243,Brian Williams,quinnjon@example.net,United Kingdom,2025-04-04,Standard,2767.46
6244,William Evans,stevensrobert@example.net,Argentina,2020-07-23,Basic,2749.95
6245,Jacqueline Wright,rebeccablackburn@example.com,Finland,2020-05-04,Basic,4698.39
6246,Brooke Sims,peterskyle@example.net,Congo,2023-01-13,Basic,3244.43
6247,Leslie Spears,amanda89@example.com,Portugal,2020-05-12,Standard,2297.35
6248,Robert Reed,wandarussell@example.com,Guernsey,2022-09-24,Standard,7724.82
6249,Amanda Bradley,wgutierrez@example.com,Andorra,2024-04-20,Standard,3570.17
6250,Timothy Walker,ryanevans@example.com,Gambia,2020-02-05,Premium,2970.63
6251,Allison Hendricks,ortiznathaniel@example.net,Grenada,2021-11-04,Premium,31.96
6252,Sue Davila,vlewis@example.org,Micronesia,2020-05-26,Standard,3320.80
6253,Sarah Mckinney,michaelsmith@example.com,Ghana,2021-09-24,Standard,8103.05
6254,Danielle Cox,leebrianna@example.org,Iraq,2023-12-25,Standard,2681.06
6255,Brittany Alexander,qnelson@example.org,Vietnam,2020-07-07,Basic,386.20
6256,Cassandra Valdez,xbriggs@example.org,Cook Islands,2023-09-20,Standard,8622.96
6257,Donna Lopez,gyoung@example.com,Uruguay,2023-05-15,Standard,9433.23
6258,Donna Anderson,debbie98@example.org,Singapore,2021-10-20,Standard,4106.15
6259,Jose Joseph,brett45@example.net,Luxembourg,2024-09-24,Basic,8998.23
6260,Deborah Acevedo,ryanhernandez@example.net,Bangladesh,2023-02-06,Standard,2761.28
6261,Kimberly Klein,kstrong@example.org,American Samoa,2020-04-19,Standard,4377.01
6262,Scott Erickson,laurencrawford@example.com,Germany,2020-08-29,Standard,7657.15
6263,Barbara Riley,jonesdebra@example.org,Japan,2023-10-14,Standard,4184.68
6264,Dawn Johnson,aliciabennett@example.net,Mayotte,2020-01-10,Premium,8086.79
6265,Angel Carlson,jonlopez@example.net,Bahrain,2021-07-20,Standard,3925.34
6266,Anita Whitehead,kevinyoung@example.net,Serbia,2020-03-29,Standard,8108.48
6267,Stephen Leonard,ryanrobinson@example.com,South Georgia and the South Sandwich Islands,2024-08-18,Basic,5213.77
6268,Shawn Smith,brett64@example.com,Vanuatu,2025-07-06,Basic,6307.31
6269,Brenda Mcknight,vowens@example.com,Namibia,2025-06-16,Standard,7240.47
6270,Adam Griffith,melissa63@example.org,Madagascar,2024-01-03,Premium,6653.00
6271,David Dean,stephanie57@example.org,Singapore,2020-07-20,Standard,6572.90
6272,Jenny Thompson,stonesusan@example.com,Luxembourg,2025-07-18,Basic,8045.77
6273,Mrs. Amy Snyder,danielroman@example.org,Lao People's Democratic Republic,2020-05-07,Standard,7005.87
6274,Felicia Jackson,raymond20@example.org,Bouvet Island (Bouvetoya),2023-01-11,Standard,6485.06
6275,Mary Mckee,johnrodriguez@example.com,Libyan Arab Jamahiriya,2025-10-02,Standard,8432.81
6276,Max Brown,zacharysolomon@example.net,Georgia,2020-07-20,Standard,2962.52
6277,Rhonda Baker,rwalker@example.com,Dominica,2023-07-09,Standard,3794.28
6278,Christian Thornton,hartmanrobert@example.org,Uganda,2023-02-08,Basic,3702.08
6279,Gregory Martin,ucarroll@example.org,Canada,2021-12-14,Basic,6102.69
6280,Alan Hardy,carterjason@example.net,Sierra Leone,2020-11-13,Basic,7739.16
6281,Cody Barnes,lmaxwell@example.net,Australia,2021-04-25,Premium,1383.41
6282,Christopher Mann,swilkinson@example.com,Samoa,2021-10-07,Basic,9631.34
6283,James Charles,thompsonbenjamin@example.net,Zimbabwe,2020-06-15,Premium,8359.53
6284,Amber White,jennasanchez@example.net,Canada,2022-11-12,Standard,1350.91
6285,Tracey Owen,smithlarry@example.com,Marshall Islands,2024-01-21,Basic,9463.10
6286,David Robbins,sean90@example.com,Guyana,2020-11-30,Premium,2445.83
6287,Steven Thomas,brendadecker@example.org,Turks and Caicos Islands,2025-12-18,Premium,1536.24
6288,Rachael Singleton,jenkinschristian@example.net,Venezuela,2021-09-01,Basic,9569.01
6289,Andrew Gallagher,susanhernandez@example.net,San Marino,2022-10-22,Standard,4749.17
6290,Olivia Guzman,kaylafarley@example.org,Croatia,2024-11-06,Basic,1096.12
6291,Michele Jones,ayalaregina@example.net,Djibouti,2023-11-23,Standard,5645.84
6292,Robert Rice,brentshelton@example.net,Gabon,2023-06-10,Basic,6697.65
6293,Michael Patel,nrodriguez@example.net,Nepal,2022-04-28,Standard,8133.02
6294,April Terry,heathermartinez@example.net,Maldives,2022-03-09,Basic,4535.12
6295,Susan Lutz,cynthia80@example.org,Tuvalu,2020-05-14,Basic,2993.71
6296,Bobby Smith,nicholas78@example.com,United States Virgin Islands,2020-09-11,Basic,314.09
6297,Mary Johnson,villarrealfrank@example.org,Kazakhstan,2025-01-29,Standard,3121.33
6298,Jaime Ray,choward@example.org,Sao Tome and Principe,2021-08-29,Basic,5881.46
6299,Shane Bentley,zhall@example.org,Cape Verde,2020-12-10,Premium,8446.45
6300,Scott Parker,hunterbradley@example.com,Brazil,2022-04-20,Standard,1.41
6301,Dana Maldonado,harrischristian@example.com,Nicaragua,2024-05-29,Standard,8177.87
6302,Jeremiah Ford,erindelgado@example.com,Tonga,2021-10-07,Basic,6294.35
6303,Caitlyn James,timothyrubio@example.com,Isle of Man,2021-12-08,Premium,6192.88
6304,Gabriella Ortiz,shawnharding@example.com,Saint Barthelemy,2022-12-24,Basic,7479.68
6305,Randy Fowler,thahn@example.com,Mauritania,2024-05-11,Basic,6590.87
6306,David Wheeler,donaldibarra@example.com,Guadeloupe,2024-04-22,Basic,4416.16
6307,Mrs. Dana Johnston,andrea97@example.org,Comoros,2021-05-08,Basic,8428.21
6308,Dawn Smith,qevans@example.org,Guernsey,2020-07-02,Standard,7877.03
6309,Sara Lewis,stephencollins@example.com,Timor-Leste,2021-08-30,Basic,5324.32
6310,Kelly Moore,nicholasmorgan@example.net,Guyana,2025-09-05,Standard,5760.79
6311,Bobby Mason,amanda09@example.com,Andorra,2024-07-28,Standard,9801.45
6312,Kerry Porter,kpalmer@example.net,Bahamas,2024-08-12,Standard,1688.20
6313,Gina Mccormick,campbellcourtney@example.org,Zimbabwe,2020-06-01,Basic,4179.34
6314,Diana Fernandez,heather10@example.net,Philippines,2021-06-26,Standard,6645.28
6315,Darius Anderson,ofloyd@example.com,French Southern Territories,2020-03-04,Basic,2695.64
6316,Kim Allen,barry45@example.org,Christmas Island,2025-03-24,Standard,3297.47
6317,Alexis Lopez,tinahernandez@example.net,Saint Barthelemy,2023-04-15,Standard,7710.97
6318,Destiny Anderson,thomas14@example.com,Samoa,2022-04-13,Standard,3891.19
6319,Alyssa Watts,kylie75@example.net,Timor-Leste,2022-11-25,Standard,8205.42
6320,Christine Dickson,asmith@example.com,Trinidad and Tobago,2022-05-06,Standard,7509.96
6321,Edward Adams,kristinamonroe@example.net,Maldives,2023-10-06,Standard,9456.45
6322,Beth Martinez,davissarah@example.com,United Kingdom,2024-08-20,Standard,6127.89
6323,Pamela Wallace,samantha22@example.com,Finland,2020-05-25,Standard,544.23
6324,Brett Bryant,clarkcraig@example.net,Libyan Arab Jamahiriya,2025-03-14,Basic,8563.28
6325,Travis Norton,epotter@example.net,Yemen,2024-05-04,Standard,5732.87
6326,Christopher Thompson,yrodriguez@example.net,Kyrgyz Republic,2021-04-18,Standard,3991.07
6327,Jennifer Jackson,danielspencer@example.com,Costa Rica,2023-08-15,Standard,9522.56
6328,Daniel Vargas,anna77@example.org,Brazil,2025-03-09,Basic,4037.69
6329,Deborah Patterson,melissaedwards@example.org,Nauru,2024-11-05,Basic,8735.28
6330,Madison Scott,darryl88@example.com,New Caledonia,2023-05-04,Basic,2066.48
6331,Katherine Jones,jose11@example.com,Suriname,2020-03-20,Premium,4376.42
6332,Adrian Wilkerson,jessica23@example.org,Turkey,2021-02-10,Premium,6734.70
6333,Krista Harris,kathy51@example.net,Vietnam,2020-04-13,Standard,1947.97
6334,Kristine Rodriguez DVM,hernandezdouglas@example.net,Isle of Man,2024-12-07,Basic,143.65
6335,Jeremy Beck,christopherburns@example.net,United States of America,2025-03-19,Basic,2792.68
6336,Felicia Martinez,gentryedward@example.net,United Arab Emirates,2023-02-11,Basic,1380.12
6337,Linda Palmer,nathan32@example.net,Antarctica (the territory South of 60 deg S),2020-06-27,Basic,5943.89
6338,Rebecca Newton,bmonroe@example.net,Montenegro,2021-11-24,Standard,4891.03
6339,Mr. Johnathan Casey,rstephenson@example.com,Bahrain,2021-01-31,Premium,8573.60
6340,Brian Gallegos,ccummings@example.org,Kenya,2020-11-06,Standard,8892.73
6341,Xavier Jackson,alexlong@example.org,Italy,2021-09-14,Basic,7650.54
6342,Charles Barnett,alyssa80@example.org,Germany,2024-12-21,Standard,2056.67
6343,George Berry,walter13@example.com,Aruba,2022-08-24,Standard,4111.91
6344,Carolyn Hernandez MD,adamsdavid@example.com,Nicaragua,2024-06-03,Premium,5493.79
6345,Valerie Garcia,bryanttravis@example.org,Somalia,2023-08-31,Standard,9701.39
6346,Jon Washington,christina33@example.com,Seychelles,2023-07-05,Standard,3895.10
6347,Mark Mcbride,pgarza@example.com,Colombia,2023-05-19,Standard,7816.64
6348,Michael Madden DDS,jason98@example.com,Vietnam,2024-06-17,Basic,3048.58
6349,Lisa Estrada,ritterkathryn@example.org,Reunion,2020-06-07,Premium,3949.52
6350,Stephanie Newton,kevin65@example.net,Eritrea,2023-10-19,Standard,6665.26
6351,Jasmine Hooper,michealchan@example.com,Namibia,2020-07-12,Standard,6681.34
6352,Bruce Fuller,heather58@example.net,South Africa,2023-06-01,Premium,4490.57
6353,Holly Miller,dwilson@example.com,Guadeloupe,2020-10-18,Premium,4692.09
6354,Peter Saunders,melvin82@example.net,India,2024-05-29,Standard,9418.57
6355,Patrick Lane,zriley@example.com,Grenada,2025-10-07,Premium,2435.04
6356,William Gentry,mirandacynthia@example.net,Liberia,2022-03-02,Standard,1776.98
6357,Christopher Scott,,Norway,2020-06-06,Standard,356.32
6358,Amanda Webb,sharon07@example.org,Libyan Arab Jamahiriya,2020-03-20,Standard,5147.51
6359,Joshua Mercer,garciabrian@example.com,Saint Helena,2021-12-27,Standard,9937.12
6360,Rachel Macias,tamarascott@example.net,Lesotho,2022-03-24,Standard,2488.99
6361,Charles Williams,michaelescobar@example.net,Turkmenistan,2020-05-11,Standard,8229.89
6362,Tammie Leblanc,kellyhardy@example.com,Ecuador,2022-02-02,Premium,2157.76
6363,Mary Conley,cmckenzie@example.org,Gambia,2022-09-10,Standard,195.67
6364,Alan Humphrey,gwood@example.net,Timor-Leste,2022-07-25,Premium,7258.50
6365,Todd Schmidt,susanharmon@example.com,Burundi,2025-02-18,Standard,7029.53
6366,Mr. Zachary Mercer,nancy75@example.org,Afghanistan,2020-01-12,Basic,4285.16
6367,Alicia Santos,wolferandy@example.org,Namibia,2022-08-13,Basic,6337.24
6368,Megan Rodriguez,kyle40@example.org,Heard Island and McDonald Islands,2023-03-29,Basic,580.19
6369,Victoria Wallace,jeffreyturner@example.net,Taiwan,2022-04-23,Basic,4243.07
6370,Heather Smith,whitneybailey@example.org,Heard Island and McDonald Islands,2025-04-13,Premium,5410.84
6371,Mark Flores,andrew36@example.com,Spain,2022-03-14,Standard,9906.11
6372,Jessica Wyatt,garciaadam@example.com,Indonesia,2020-01-19,Premium,973.37
6373,Paul Oneal,christopherpearson@example.org,Central African Republic,2024-11-26,Standard,5619.22
6374,Stacey Ritter,allenjeremy@example.net,Iceland,2022-02-26,Basic,4290.52
6375,Emily Bailey,pmaldonado@example.org,Guadeloupe,2023-03-25,Standard,6247.60
6376,Steven Wolfe,zgeorge@example.net,Burundi,2020-11-13,Premium,1790.71
6377,Mary Miller,vmunoz@example.com,Cook Islands,2024-07-03,Standard,5926.23
6378,Adam Gray,trevorsanchez@example.org,Kiribati,2023-12-05,Premium,9643.80
6379,Wendy Mcgee,robinsonstephen@example.org,Saint Vincent and the Grenadines,2021-10-09,Premium,7156.47
6380,Eric Potts,pgonzales@example.net,Samoa,2022-09-26,Standard,2973.29
6381,Joshua Ward,carpenterdonna@example.org,Mali,2020-12-21,Standard,5151.77
6382,Alexis Kaiser,devinhenderson@example.com,Myanmar,2020-04-29,Premium,2266.63
6383,Michael Garcia,jennifer69@example.com,British Indian Ocean Territory (Chagos Archipelago),2023-10-16,Basic,6117.06
6384,Kari Brooks,shelby03@example.org,Saint Helena,2024-02-07,Premium,8043.43
6385,Frank Guerra,howens@example.org,Egypt,2021-11-25,Basic,1385.39
6386,Ashley Rowe,,Nauru,2024-04-08,Standard,5756.65
6387,James Young,perryaustin@example.org,Svalbard & Jan Mayen Islands,2022-04-27,Basic,8354.67
6388,Thomas Lane,tracy09@example.org,Kiribati,2022-05-19,Standard,427.60
6389,Eric Page,hartdakota@example.net,Maldives,2021-05-15,Standard,4915.37
6390,Peter Johnson,katrina20@example.net,Saint Pierre and Miquelon,2021-02-01,Standard,1823.67
6391,Frances Martinez,bcruz@example.net,Switzerland,2021-02-12,Basic,6304.54
6392,Vicki Williams,garrettmunoz@example.net,Guernsey,2023-10-09,Basic,5963.84
6393,Andrew Diaz,rodneymcconnell@example.com,Yemen,2022-02-19,Standard,1068.11
6394,Bob Wong,yvonne79@example.org,Nauru,2020-12-23,Basic,906.88
6395,Cole Erickson,christinepadilla@example.net,Eritrea,2025-05-02,Standard,3266.43
6396,Sarah Harrison,coryperez@example.com,Liberia,2021-12-12,Standard,4690.02
6397,Adrienne Lee,gerald75@example.org,Northern Mariana Islands,2024-06-30,Standard,7818.78
6398,Blake Thompson,rachelthompson@example.net,Comoros,2025-10-27,Standard,1469.25
6399,Terry Serrano,miguelrichardson@example.net,Ecuador,2020-11-21,Basic,9586.10
6400,Paula Marks,nicolemanning@example.net,Greenland,2022-06-02,Standard,7255.41
6401,Anthony Brown,kathrynmccoy@example.net,Honduras,2020-01-20,Basic,2630.28
6402,Deanna Cooper,kelseyhill@example.net,Ecuador,2020-01-05,Basic,3226.67
6403,Bryan Mcdaniel,hicksshelley@example.net,Turkmenistan,2025-12-12,Standard,7788.52
6404,Cameron Lester,wjennings@example.net,Jordan,2022-06-12,Standard,6340.11
6405,Margaret Hamilton,michaelwashington@example.com,Armenia,2020-08-18,Standard,5269.39
6406,Ronald Murphy,meyerstimothy@example.org,Indonesia,2025-03-27,Premium,264.66
6407,Eric Oneill III,ccampbell@example.net,Cook Islands,2022-06-19,Standard,9120.59
6408,Christine Tucker,julianross@example.org,Uruguay,2021-07-01,Premium,5996.07
6409,Joanna Harvey,courtneybell@example.net,Uganda,2025-08-09,Standard,1721.41
6410,Larry Townsend,coxbeth@example.com,Mexico,2020-12-19,Basic,2665.88
6411,Garrett Ross,bburns@example.org,China,2020-09-04,Basic,480.89
6412,Darrell Mills,nicholaskelly@example.net,United Kingdom,2023-06-24,Standard,3050.17
6413,Brian Clark,dwright@example.org,Liechtenstein,2021-01-30,Standard,7244.08
6414,Nicole Chapman,sanchezwilliam@example.net,Vietnam,2024-10-04,Standard,7765.38
6415,Stephanie Duncan,tjackson@example.com,Botswana,2025-09-02,Basic,8032.20
6416,Michelle Wilcox,christine74@example.com,Nigeria,2023-11-21,Standard,1493.31
6417,Keith Dunn,brittany81@example.org,Anguilla,2020-05-05,Standard,6404.97
6418,Jonathan Kelly,gregorybowen@example.com,Panama,2023-07-05,Standard,3813.42
6419,Michael Jimenez,geraldwilliams@example.net,Thailand,2025-03-30,Standard,9542.60
6420,Lisa Hall,melanie80@example.com,Jamaica,2023-08-21,Basic,5380.16
6421,Kimberly Bailey,mitchelljon@example.org,Montserrat,2021-02-02,Premium,897.72
6422,David Keith,mitchelljesus@example.org,Kenya,2020-02-15,Basic,4349.71
6423,Christopher Holder,michael76@example.com,Iceland,2023-11-13,Premium,4453.04
6424,Deborah Brewer,ryannathan@example.com,Nicaragua,2022-05-30,Premium,2879.21
6425,Valerie Brown,susanburke@example.net,Kyrgyz Republic,2021-09-30,Basic,3044.08
6426,Joseph Collins,mollyzamora@example.com,Marshall Islands,2025-01-08,Premium,1143.73
6427,Debra Johnson,nicholassmith@example.org,Anguilla,2022-02-14,Premium,2306.43
6428,Joseph Boyd,kayla82@example.net,Monaco,2023-06-05,Standard,1979.20
6429,Sarah Simmons,bwright@example.com,Poland,2020-10-11,Premium,8061.27
6430,Jessica White,doughertykatelyn@example.net,Mauritius,2021-03-28,Premium,7864.29
6431,Brian Moyer,travisjohnson@example.net,Lesotho,2025-08-24,Premium,7362.45
6432,Tara Archer,pamelamiller@example.com,Holy See (Vatican City State),2021-10-30,Basic,9295.06
6433,Amanda Davis,william49@example.net,Netherlands,2025-06-06,Basic,3876.37
6434,Lisa Mason,qnielsen@example.org,Cameroon,2024-09-20,Standard,9724.46
6435,Mr. Mark Hampton,batesmark@example.org,Tunisia,2020-09-10,Standard,2517.23
6436,Daisy Rosario,nelsonalvin@example.org,Palestinian Territory,2023-11-05,Basic,3058.39
6437,Elizabeth Garcia,keithphillips@example.net,Romania,2024-09-06,Standard,6665.64
6438,Ryan Martinez,zbrown@example.com,Thailand,2024-06-11,Standard,1539.39
6439,Bianca Sandoval,david89@example.org,Mongolia,2020-11-08,Basic,5792.52
6440,Jake Patton,gcohen@example.com,Somalia,2022-02-12,Premium,4497.94
6441,Cheyenne Ibarra,melissa59@example.net,Timor-Leste,2022-02-16,Premium,4282.54
6442,Terry Lawrence,dgaines@example.net,Nauru,2024-02-01,Standard,503.74
6443,Lindsay Jones,kpace@example.com,Taiwan,2022-03-05,Standard,8221.86
6444,Dr. Tanner Wells DDS,alex59@example.org,Saint Barthelemy,2023-02-17,Basic,6591.28
6445,Trevor Schmidt,hubbardmatthew@example.org,Fiji,2024-03-09,Standard,4281.55
6446,Jimmy George,tgutierrez@example.net,Georgia,2024-06-03,Basic,6636.53
6447,Katrina Hoffman,lori11@example.org,Sweden,2024-09-10,Standard,5975.57
6448,Melissa Turner,gbarker@example.net,Spain,2025-05-08,Basic,4032.52
6449,Maria Willis,fthompson@example.com,Guernsey,2022-01-16,Standard,9706.87
6450,Jessica Stout,paulshelton@example.net,France,2024-05-08,Standard,6848.61
6451,Rhonda Lopez,rochaleslie@example.com,Ireland,2020-06-09,Premium,2600.65
6452,Scott Brown,ykim@example.net,Sri Lanka,2025-03-04,Standard,8574.96
6453,Michael Hall,lopezhenry@example.net,Cayman Islands,2023-04-21,Basic,5154.58
6454,Melanie Haley,veronica18@example.com,Burkina Faso,2023-05-18,Standard,1804.58
6455,Steven King,bradleyelizabeth@example.org,Chile,2023-01-11,Basic,220.08
6456,Jessica Brown,brownmary@example.org,North Macedonia,2023-11-01,Standard,6620.35
6457,Amber Salas,shermandonna@example.org,Bahamas,2020-04-29,Standard,2925.63
6458,Meredith Rodriguez,smithcharles@example.com,Bahamas,2025-12-06,Standard,8386.29
6459,Marie Tucker,kenneth64@example.net,Antigua and Barbuda,2024-03-18,Basic,3144.83
6460,Melissa Curtis,ghudson@example.com,Samoa,2024-03-23,Basic,9544.01
6461,Jessica Burke,darrenwalter@example.net,Malta,2020-09-06,Standard,304.68
6462,Joseph Hicks,wolfjoshua@example.com,Kenya,2020-05-05,Premium,5195.70
6463,Vicki Mclaughlin PhD,brianbennett@example.com,Uganda,2025-03-05,Standard,5986.91
6464,Claire Hensley,johnsonrachel@example.org,Mauritania,2022-06-23,Standard,7100.36
6465,Angela Taylor,bburton@example.org,Marshall Islands,2023-06-15,Premium,7005.03
6466,Michael Smith,kristine66@example.com,Haiti,2020-04-19,Standard,5350.00
6467,Kelly Vargas,hernandezmichael@example.com,Tajikistan,2020-09-12,Premium,7646.78
6468,Michele Booth,wilsonstephanie@example.com,French Polynesia,2021-02-14,Basic,7897.00
6469,Brandy Torres,egomez@example.org,Kiribati,2022-11-02,Standard,1929.54
6470,Alicia Peters,ukim@example.net,Ukraine,2025-12-30,Premium,9018.54
6471,Stephanie Martin,phelpskimberly@example.net,Tuvalu,2021-09-21,Basic,8216.18
6472,Pamela Elliott,mendezernest@example.org,Finland,2021-04-16,Basic,6164.05
6473,Chad Franklin,joseph33@example.com,Cote d'Ivoire,2025-02-06,Standard,8263.83
6474,Anthony Hinton,lopezalyssa@example.net,Sri Lanka,2025-11-17,Basic,4300.67
6475,Melissa Fisher,patrickholt@example.net,Holy See (Vatican City State),2022-11-27,Standard,9081.14
6476,Chase Snyder,julie96@example.com,Liberia,2020-02-06,Basic,3274.52
6477,Rose Williams,margaret60@example.org,Lesotho,2025-12-13,Premium,7345.76
6478,Kristine Allen,john60@example.org,Costa Rica,2022-12-26,Standard,1437.92
6479,Frank Cowan,nelsondavid@example.org,Martinique,2020-11-21,Standard,1391.29
6480,Jaclyn Thornton,gina18@example.com,Italy,2020-05-14,Basic,2236.46
6481,Christopher Hunter,michaeljohnson@example.net,Montserrat,2020-10-20,Standard,5676.77
6482,William Alexander,montgomerylisa@example.net,Armenia,2025-10-14,Basic,8526.39
6483,Makayla Mccarthy,wallacerobert@example.com,Monaco,2021-05-15,Standard,5072.39
6484,Mrs. Tasha Charles,william12@example.net,Guyana,2022-07-02,Basic,3601.60
6485,Shawn Bowers,mistyjohnson@example.org,Nicaragua,2024-06-27,Standard,1567.24
6486,Arthur Rogers,davislaura@example.net,British Virgin Islands,2023-05-25,Standard,2060.36
6487,Laura Kaiser,justinhoward@example.com,Vietnam,2023-10-02,Basic,7615.44
6488,Rodney Mcdonald,xgutierrez@example.org,Cuba,2025-01-23,Basic,623.88
6489,Danielle Willis,osbornebryan@example.com,Maldives,2020-04-23,Standard,677.43
6490,Patricia Jackson,christopherparker@example.org,Martinique,2023-09-30,Standard,7184.09
6491,Frederick Tate,brian09@example.com,Syrian Arab Republic,2020-03-10,Standard,9391.50
6492,Amber Haas,gregoryalejandra@example.net,United States Minor Outlying Islands,2020-07-11,Standard,8277.21
6493,Vanessa Arias,lrasmussen@example.com,Kazakhstan,2020-09-29,Standard,976.41
6494,Katherine Hartman,samantha96@example.org,Saudi Arabia,2024-04-11,Basic,3534.79
6495,Debra Torres,ronaldroth@example.net,Iraq,2021-05-28,Premium,4533.89
6496,Ryan Chambers,elaine79@example.org,Guernsey,2021-03-09,Standard,8391.11
6497,Dana Floyd,lisa22@example.com,Belize,2020-08-07,Standard,1474.27
6498,Lisa Peterson,lewisjonathan@example.org,Saint Helena,2021-07-08,Standard,4839.10
6499,Alejandro Anderson,zhughes@example.net,Kenya,2025-03-15,Standard,1945.42
6500,Kelly Roberts,lsanders@example.com,Malaysia,2022-09-10,Premium,6650.87
6501,Daniel Parker,pfletcher@example.com,Tanzania,2023-03-16,Basic,1710.87
6502,Paul Bell,whitney75@example.org,Togo,2023-12-23,Basic,7149.63
6503,Steven Howell,perezjanice@example.com,Norway,2023-06-24,Basic,3606.02
6504,Jonathan Howard,catherine90@example.com,Jamaica,2021-05-08,Standard,6374.63
6505,Patrick Owens,melissa31@example.org,Reunion,2023-10-08,Standard,5687.72
6506,Amy Prince,williamsjeffrey@example.org,Yemen,2020-02-21,Premium,7209.02
6507,Tonya Lowe,yperez@example.com,Jordan,2024-05-16,Basic,762.36
6508,Erica Brown,matthewjimenez@example.com,Guam,2020-06-23,Premium,2090.91
6509,Shannon Randolph,kimberlybrooks@example.org,United States of America,2022-04-20,Basic,9036.68
6510,Cindy Mccarthy,irodriguez@example.org,Hungary,2023-10-16,Standard,8671.27
6511,Jorge Bryant,pgriffith@example.org,Guatemala,2022-12-22,Standard,5459.92
6512,Maria Robertson,hramirez@example.com,Pitcairn Islands,2022-03-18,Basic,1185.30
6513,Lisa Holloway,dawn99@example.com,Turkmenistan,2023-11-12,Premium,1758.23
6514,Steve Bennett,joshuawatson@example.com,Guatemala,2023-07-16,Standard,488.18
6515,Michael Hale,jeremy90@example.com,Reunion,2021-12-04,Standard,3027.85
6516,Amanda Hobbs,christianclements@example.org,Slovenia,2021-01-23,Premium,4927.80
6517,Sherry Wiggins,esalazar@example.com,Cyprus,2023-02-11,Standard,5063.59
6518,Nicole Orozco,jonesralph@example.net,Oman,2024-02-17,Standard,8996.75
6519,Kevin Anderson,elliottemily@example.com,Chile,2024-06-03,Premium,7303.55
6520,Tiffany Clark,brianna55@example.net,Latvia,2020-04-11,Premium,786.91
6521,George Flores,kellyanthony@example.com,Pitcairn Islands,2022-09-06,Standard,5022.27
6522,Donna Bonilla,faith21@example.org,Luxembourg,2022-08-25,Basic,7494.54
6523,Alexis Cruz,obarron@example.com,Ghana,2022-03-13,Premium,6331.21
6524,Steven Rhodes,ndunlap@example.net,Lithuania,2021-06-07,Basic,3130.95
6525,Kelly Marquez,weaverjoshua@example.org,Greece,2024-04-12,Standard,1635.78
6526,Abigail Williams,vanessa87@example.org,Antarctica (the territory South of 60 deg S),2025-04-29,Basic,9531.36
6527,Jason Hughes,johnhorne@example.com,Tunisia,2024-02-02,Basic,3643.30
6528,Angela Wiley,marcus96@example.net,Croatia,2022-11-28,Standard,1102.89
6529,Joseph Carter,kaylajones@example.com,Belgium,2020-01-13,Standard,5041.55
6530,William Robinson,cameron44@example.net,Bulgaria,2020-02-06,Standard,616.02
6531,Mr. Matthew Hawkins,claudia33@example.com,Somalia,2022-05-29,Standard,1618.10
6532,Linda Leonard,jacksonjonathan@example.com,Lesotho,2021-04-14,Standard,6353.25
6533,Jamie Gray,matthewsimmons@example.com,Kenya,2024-06-01,Standard,980.19
6534,Carlos Lindsey,mark04@example.org,Korea,2021-04-20,Premium,4385.84
6535,Raymond Dominguez,jennifer21@example.com,Bolivia,2025-07-04,Standard,5115.96
6536,Joseph Bell,johnsonmartha@example.com,Cape Verde,2022-12-09,Standard,3178.67
6537,Bryan Shelton,donna61@example.net,Nigeria,2023-08-12,Premium,7305.66
6538,Jose Martin,ecarey@example.com,Kuwait,2021-06-12,Standard,8156.03
6539,Brenda Dixon,tcurtis@example.org,Isle of Man,2024-07-03,Premium,3471.27
6540,Daniel Rivera,hchandler@example.org,Guyana,2025-01-27,Basic,5027.49
6541,Adrienne Clay,kiara04@example.com,Paraguay,2024-04-03,Basic,5105.76
